_id,date_sent,date_received,thread_id,from_recipient_id,to_recipient_id,body,receipt_timestamp,quote_id,quote_author,quote_body,quote_missing,reactions_last_seen
237,1674761328428,1674761329271,2,10,10,Sunsets are so beautiful.,-1,0.0,0.0,,0,1674761773169
238,1674761344920,1674761345647,2,8,8,I'm studying for my exams.,-1,0.0,0.0,,0,1674761773169
239,1674761387273,1674761387940,2,11,11,Homemade pizza is the best.,-1,0.0,0.0,,0,1674761773169
240,1674761407089,1674761407715,2,11,11,Learning languages is fun.,-1,0.0,0.0,,0,1674761773169
241,1674761489100,1674761490825,2,7,7,Mystery books are so engaging.,-1,0.0,0.0,,0,1674761773169
242,1674761549890,1674761550877,2,10,10,Beaches are my favorite vacation spots.,-1,0.0,0.0,,0,1674761773169
243,1674761580037,1674761582246,2,8,8,,-1,0.0,0.0,,0,1674761773169
244,1674761692070,1674761693564,2,7,7,Learning languages is fun.,-1,0.0,0.0,,0,1674761783896
245,1674761729134,1674761729766,2,14,14,I'm taking an online course.,-1,0.0,0.0,,0,1674761783896
246,1674761778178,1674761778999,2,7,7,Have you seen the Oscar nominees?,-1,0.0,0.0,,0,1674761783896
247,1674761807455,1674761808840,2,19,19,I got a new pair of shoes.,-1,0.0,0.0,,0,1674761915619
248,1674761831646,1674761833907,2,14,14,Meditation is so relaxing.,-1,1674761807455.0,19.0,I got a new pair of shoes.,0,1674761915619
249,1674761872303,1674761873349,2,7,7,I'm thinking of investing in stocks.,-1,0.0,0.0,,0,1674761915619
250,1674761876900,1674761877713,2,7,7,Have you seen the Oscar nominees?,-1,0.0,0.0,,0,1674761915619
251,1674761885419,1674761885908,2,8,8,Jazz is so soothing.,-1,1674761729134.0,14.0,I'm taking an online course.,0,1674761915619
252,1674761916205,1674761917409,2,11,11,,-1,1674761885419.0,8.0,Jazz is so soothing.,0,1674761917712
253,1674761940506,1674761941969,2,7,7,Beaches are my favorite vacation spots.,-1,0.0,0.0,,0,1674761945978
254,1674761952045,1674761952945,2,8,8,Nature is so refreshing.,-1,0.0,0.0,,0,1674761953924
255,1674761956411,1674761956759,2,9,9,Sunsets are so beautiful.,-1,0.0,0.0,,0,1674761964368
256,1674761959336,1674761960040,2,7,7,I'm listening to the new Taylor Swift album.,-1,0.0,0.0,,0,1674761964368
257,1674761965556,1674761965842,2,9,9,I got a new pair of shoes.,-1,0.0,0.0,,0,1674761966026
258,1674761975545,1674761975598,2,2,18,I tried a new Italian restaurant.,1674761978877,0.0,0.0,,0,-1
259,1674761979436,1674761979719,2,9,9,I love watching football.,-1,0.0,0.0,,0,1674761980019
260,1674761987637,1674761988264,2,7,7,I'm planning a trip to Europe.,-1,0.0,0.0,,0,1674761988415
261,1674762003592,1674762004614,2,19,19,I reached a new level in my favorite game.,-1,0.0,0.0,,0,1674762017624
262,1674762012592,1674762013295,2,8,8,Have you seen the Oscar nominees?,-1,0.0,0.0,,0,1674762017624
263,1674762067926,1674762068991,2,9,9,I'm studying for my exams.,-1,0.0,0.0,,0,1674762075131
264,1674762070763,1674762071361,2,12,12,The latest Marvel movie was awesome!,-1,0.0,0.0,,0,1674762075131
265,1674762074713,1674762075498,2,7,7,Jazz is so soothing.,-1,0.0,0.0,,0,1674762075700
266,1674762082303,1674762083225,2,7,7,Mystery books are so engaging.,-1,0.0,0.0,,0,1674762083445
267,1674762097178,1674762098497,2,7,7,Cryptocurrencies are so volatile.,-1,0.0,0.0,,0,1674762102267
268,1674762125493,1674762126327,2,9,9,Cats are so independent.,-1,0.0,0.0,,0,1674762296481
269,1674762201444,1674762203080,2,7,7,I love vintage clothing.,-1,0.0,0.0,,0,1674762273307
270,1674762216108,1674762217058,2,7,7,Homemade pizza is the best.,-1,0.0,0.0,,0,1674762273307
271,1674762246169,1674762246711,2,9,9,Saving money is important.,-1,0.0,0.0,,0,1674762273307
272,1674762295633,1674762296301,2,7,7,The latest Marvel movie was awesome!,-1,0.0,0.0,,0,1674762296479
